Location,Text
,"@SMcwoof @CuriosityPlease @drfixus @LadySenta @Charbrevolution @badzoot7 @drchriscole @dr_zenitram @wow62614252 @provaxtexan @chrisvcsefalvay @AndrewLazarus4 @dense_evi @janem1276 @SkepticalMutant @MeddlinMegs @glenpyle @KrochetxKorner @thepedimom @DrToddWo @NicoleB_MD @ZDoggMD @MackayIM @LauraDekker1 @TakeThatCDC @emartinez78987 @aetiology @DoctorChristian @pollock_dr @EmergMedDr @prof_brunt @DrJenChen4kids @DrSusanNasif @drg1985 @Double_D_RN @Mummin8r @ailsa_graham @jkellyca @ChrisJohnsonMD @kevinault @mouselol68 @KarenMccartny @gorskon @dfreedman7 @michaelmina_lab @margie_moo @rauolduke1975 @UrbaneDoc4Kids @HighWireTalk You lost me at 'anti vaccination ideas'. Anti vaccination, as I suspect you know very well, is Pharma speak/hate for parents who DID vaccinate and now have to care for disabled children/young adults. As for #DoctorsSpeakUp it is the brave, ethical ones who do: children b4 profit!"
,When will #DoctorsSpeakUp and let women know that leading vaccine researchers at a recent WHO meeting state vaccines during pregnancy were off label use.
,"not autism, but ""autism like"" symptoms
not polio, but ""polio like"" illness
not measles, but ""measles like"" symptoms

When will #DoctorsSpeakUp #DoctorsSpeakOut https://t.co/ItvppZzVXe"
,A positive association found between autism prevalence and childhood vaccination uptake across the U.S. population. - PubMed - NCBI   #DoctorsSpeakUp #DoctorsSpeakOut  https://t.co/MOvb7XLmGV
"Manorville, NY",When will #DoctorsSpeakUp that when they throw their unvaccinated families out of their practices it proves they are in this line of work just soley for lining their pockets! They do not care about children @AmerAcadPeds @NYGovCuomo #MedTwitter https://t.co/JZcK9S48l5
"Manorville, NY",When will #DoctorsSpeakUp that it is our God given basic fundamental human #RightToChoose if we want to sacrifice our children to being #InjectedWithPoison? @AmerAcadPeds @NYGovCuomo #MedTwitter https://t.co/pQT0GStanH
Fairfield Cty CT,"For those who think kids don’t get mercury in vaccines meet Tenivac Tetanus shot. Dog bite, cut that’s deep? Also Hg is in multidose flu shots recommended for patients OVER 5. #DoctorsSpeakUp https://t.co/aBg4oZxovz"
,"@rockymarzz @tstuchal04 Drs don't profit from vax. 🙄 It's AV
leaders who are well funded &amp; getting rich by promoting vax fear.
I thought AV were all about doing their ""research""? How do you ""research"" &amp; miss the mountains of evidence showing #VaccinesWork &amp; #VaccinesSaveLives?
#DoctorsSpeakUp https://t.co/ntB5gdtZtD"
,"It’s astonishing to see comments from #doctors calling parents who #demandthetruth and believe in #InformedConsent bullies.  The real #bully are those that force anything onto and into another human being. Having said that, who is the #realbullly ? #DoctorsSpeakUp #RightToChoose"
Ireland,"@DrJaimeFriedman @dfreedman7 And thank you all for doing so and please don't stop! 
#VaccinesWork 
#DoctorsSpeakUp"
"Northfield, MN","Healthcare workers are being put at risk by lack of #Coronavirus testing in the US. 

I suggest reading the full statement. 

#NurseTwitter #DoctorsSpeakUp #DoctorsSpeakOut #pharmacists #hospital 

#coronavirusus #COVID19 #Covid19usa #TestKits #coronavirustesting https://t.co/XxJjyTOIP6"
,Vaccines hurt our children!!! _ Lawrence Palevsky-HD 720p on Vimeo #DoctorsSpeakUp #DoctorsSpeakOut  https://t.co/G4xVIOAp54
,When will #DoctorsSpeakUp this is crimes against humanity. Our children have been used without true informed consent and yet they want to mandate these toxins when the  true unbiased science is hard find. Indoctrination at its finest. https://t.co/Qrbdiy1MAt
NJ,"@DrJaimeFriedman Who is silencing doctors? It is telling that doctors consider it ""bullying"" and ""harassment"" when patients question their limited understanding of vaccines.  When #DoctorsSpeakUp, they might consider using their voices to advocate for patients, rather than pharmaceutical products"
"Boston, MA",Insightful #DoctorsSpeakUp #COVID19 #COVIDー19 #Coronavirus @IrmaRaste @eViRaHealth https://t.co/r2c7R73cYH
NJ,"@DrJaimeFriedman I don't condone threats towards anyone, but it seems as though doctors consider it ""bullying"" when #ParentsSpeakUp about the the vaccine injuries they witness and challenge the ""safe and effective"" narrative. When #DoctorsSpeakUp, they should protect parents, not vaccines."
"South River, NJ","@HerbsandDirt @Newsweek There are many, many studies and we keep sharing them but you all just keep ignoring them. Here's 3 decades of studies if you are really interested in knowing the truth:
https://t.co/1JZmEbE5Rs
#DoctorsSpeakUp"
,"@KimRossi1111 Colleen is on her way to her day program at 26. Same $780/month. No taxes, vax injured. #DoctorsSpeakUp not one did for her. #VaccinesHarm https://t.co/ObCY9VFvvV"
,"@SecAzar It’s time to remove statement claiming vaccines don’t cause autism! Want to learn more about the latest win against #HHS?  Read the autism complaint here: 
https://t.co/B9HxyKVuzL
Then read the stipulated order:
https://t.co/i0kO2C1eDK
#DoctorsSpeakUp #Autism #ICANvsCDC"
United States,Why won't #DoctorsSpeakUp for 9 year olds who are not old enough to consent to sex but are old enough to consent without their parents to a vaccine to prevent a sexually transmitted virus? @AmerAcadPeds @NYSAAPCH2
"South River, NJ","@mindfulmoon10 @Newsweek It is misinformation. Ask the real experts.
#DoctorsSpeakUp"
"South River, NJ","@Purpose_Warrior @Newsweek Nope, it's not. It's about getting the actual facts out. Real experts, as opposed to those who learned science from facebook, getting the real data out there.
#DoctorsSpeakUp"
,Great reminders today all around for #DoctorsSpeakUp #VaccinesWork https://t.co/xZRnyoUqov
,"If you need proof that we are right, just listen to this video of Dr. James Neuenschwander. Share it and like it!

#DoctorsSpeakUp #vaccines https://t.co/7viZgaEPIk"
,@HighWireTalk I'm sure he will be attacked and ridiculed by the powers that be now #DoctorsSpeakUp
,"#NursesSpeakUp
#DoctorsSpeakUp 

How many patients are tested for the MTHFR variant before being vaccinated with many adjuvants? None. One-size-fits-all medicine is a violation of the Hippocratic Oath. 

https://t.co/zrEjZMfm9q https://t.co/w0SQ0ia3qR"
"South River, NJ","@PplOverPolitics @Newsweek No, getting news out about misinformation that is putting lives at risk important. Perhaps, don't read it if it offends you.
#VaccinesSaveLives #DoctorsSpeakUp"
"South River, NJ","@roxannevictor1 @Newsweek No, it's not. It's about public safety and getting the truth out vs. the myths  that non-experts are creating without any evidence.
#VaccinesWork #DoctorsSpeakUp"
"Caroga Lake, NY","When #DoctorsSpeakUp
and keep to their oath to ""do no harm"". 
Info on ACCOUNTABILITY IN MEDICINE. 
@doctorsensation your death is a great loss to our movement.  We will never shut up. Your words and knowledge and love of life will always be with us! TYVM.

https://t.co/FK0tebQ1et"
"South River, NJ","@Newsweek It's sad. So many people being duped by misinformation and this is putting lives at risk. We have good data that #VaccinesWork and #VaccinesSaveLives  plus decades of safety studies. Yet , people rather believe myths than the real experts. 
#DoctorsSpeakUp"
,"Herd Immunity: A False Rationale for Vaccine Mandates • Children's Health Defense https://t.co/tZSnbZ7SWw
#MyBodyMyChoice #DoctorsSpeakUp #healthfreedom"
,#doctorsspeakup against discouraging people from living a healthy lifestyle without pharmaceuticals. https://t.co/bW0xr8vm3E
,"Never interrupt your enemies when they're burying themselves. With more and more light being shed upon these issue i wonder what your excuse to the world is going to be, that's what scares me. @CDCgov  @WorldHealthSmt  @US_FDA #DoctorsSpeakUp"
New Jersey,"Newsweek: #DoctorsSpeakUp Trends on Twitter as Anti-Vaccine Movement Hijacks Hashtag Intended to Combat Misinformation.
https://t.co/9ErnmWPQLm

via @GoogleNews
 #VaccinesSaveLives #getvaccinated"
,"From the horse’s mouth. Good hygiene, nutrition, health habits are the best medicine. So why do we need  mandated mass vaccination program?
#DoctorsSpeakUp #DoctorsSpeakOut #PeopleNotSheeple https://t.co/sZvG19ZR9w"
,"@yoshua_b Ever go to a Walmart lately and observe the physical condition of America? If they want to believe you , be my guest. You seem to be a troll. #DoctorsSpeakOut  #DoctorsSpeakUp"
,"@yoshua_b There's evidence. Talk to someone over 65 and ask them about their childhood and the chronic diseases they had. Ask them about peanut allergies, asthma, autism, Type 1 diabetes. You'll find your evidence. #DoctorsSpeakOut  #DoctorsSpeakUp"
,"@PedsGeekMD My son was an extremely healthy athlete on national level before your crappy #HPVvaccine. Stop spreading lies. #DoctorsSpeakUp 

https://t.co/uCk8Wz77Rk"
"Caroga Lake, NY","@Newsweek ""Medical proffesionals and victims of vaccine injuries have hijacked the #DoctorsSpeakUp to tell the stories the media wont tell. Their CEOs sit on the boards of pharmaceutical companies and 70% of their ads come from pharma."" 
 There. I fixed your headline. https://t.co/2MWbFsWq7r"
,"@doritmi more like, science on one side, emotion and REAL science on the other side. 

#DoctorsSpeakUp 

#VaccinesHarm https://t.co/PWsnQIufGN"
"White Plains, NY",@NicoleB_MD @Facebook You cant fix others bad behavior.  @AlliedPhysGroup supports you.  We support #VaccinesWork and science based medical care.  You are inspiring to the generation of physicians coming up! So happy to have work with you for #DoctorsSpeakUp
"Denver, CO","Come on then #TikTokDocs 🤷🏼‍♀️ Do speak up. 

Tell how how many cases just like this you've seen? #DoctorsSpeakUp #pediatriktok #pediatiktok https://t.co/6HpsNuW7Mh"
Small town in Upstate NY,"""The clustering of deaths soon after immunisation suggests that the deaths could have been caused by the #vaccine.” When will #DoctorsSpeakUp and tell their patients what children in other countries have experienced? https://t.co/vERS3ZXcnj"
,#DoctorsSpeakUp hurry up and make that corona virus vaccine bc it’s safe and effective and all the kids will be forced to take it so they can go back to school! 🙄💉
"Caroga Lake, NY","Thank you for #DoctorsSpeakUp I have made new friends, learned new things and I believe the ""on the fence parents"" that worry you are off that fence and in our organic @Roundup free yards. The truth shall set you free!!! https://t.co/TpTDRQ0TKf"
"Plainview, NY","@DrToddWo @ZDoggMD @NicoleB_MD @mursebigford So great to see and hear all the solidarity around vaccines. We must advocate for the best care for our families - in our offices, in our government, now on social media. We will do whatever it takes.  I am pediatrician, hear me roar!  #DoctorsSpeakUp @AlliedPhysGroup"
"USA, EMEA, APAC","At some point in life the worlds beauty becomes enough
#FridayMotivation #DoctorsSpeakUp  #HIMSS20 #quote 
Toni Morrison https://t.co/FYVQnyLWqk"
"Locust Valley, NY",#DoctorsSpeakUp for children’s health! https://t.co/fhxFX7n47T
Cheektowaga NY USA ,"#DoctorsSpeakUp about the #coronavirus. 
We can't trust Dr. Mike #PencePandemic and the do nothing except obstruct radical right republicans to give Americans the truth."
"Brooklyn, NY",When will #DoctorsSpeakUp  for Muslim patients who may not realize that gelatin and porcine viral DNA are ingredients in some vaccines? #InformedConsent
Spain,Your happiness make me happy #FelizFinde #intentandobuscarsoluciones #voluntariosfinesdesemana #DoctorsSpeakUp https://t.co/jgJNTJM3Ba
,"@CasparKashkin No, #DoctorsSpeakUp ruined it for themselves. They have no science and credibility is why they lost their propaganda efforts. #CDCWHISTLEBLOWER"
,"@DrJaimeFriedman You are right. NOT everyone should be vaccinated: Pregnant women, premies, Individual or family H/O Autism, autoimmunity, MTHFR mutations, vaccine reactions ...
WE know who we are. DO YOU screen us out? WHO ELSE is looking out for US? #DoctorsSpeakUp #DoctorsSpeakOut"
,"I joined twitter to see the #DoctorsSpeakUp movement and I must say as a parent I am very conflicted about vaccines.  

They are wonderful medical marvels, but the amount and frequency is alarming.  

I have done research and their is a lot of data for vaccine and a lot against"
The Land of the Stranger,"@VaxxTruthBandit I survived #DoctorsSpeakUp 
Knock on wood
The jabbers that I saw there were typically uninformed and way outnumbered
I mean how do you respond when you learn the Supreme Court ruled vx are unavoidably unsafe
Where there is risk there must be choice
#HB5044"
"Central GA, USA",Economic impact of keeping your heads in the sand. #autsim #DoctorsSpeakUp https://t.co/7LQsYLEJxw
Chicago ,"The Bill Barr affect. 

So today I support the Doctors on the frontline of the #COVID19 war. 

#GOPVotingBlue 

#GOPBetrayedAmerica 

#coronavirus  #impeachbarr #Resistance #VoteBlue2020 
#Resist #DoctorsSpeakUp #VoteBlueNoMatterWho https://t.co/4dqxF8jmiy"
,@DrJaimeFriedman Concerned parents and professionals are not bullies. They are champions for vaccine safety and medical freedom. We bear witness to the damage that mass vaccination has done. #DoctorsSpeakUp #DoctorsSpeakOut
Chicago ,"Trump digs grave. 

So today I support the Doctors on the frontline of the #COVID19 war. 

#GOPVotingBlue 

#GOPBetrayedAmerica 

#coronavirus  #impeachbarr #Resistance #VoteBlue2020 
#Resist #DoctorsSpeakUp #VoteBlueNoMatterWho https://t.co/xmgKRCKz2t"
Florida,@thereal_truther @ChildrensHD There is no reason for this vaccine to be given to newborns except for profit or depopulation. #DoctorsSpeakUp
Chicago ,"Azar is now one of the useless trump people. 

So today I support the Doctors on the frontline of the #COVID19 war. 

#GOPVotingBlue 

#GOPBetrayedAmerica 

#coronavirus  #impeachbarr #Resistance #VoteBlue2020 
#Resist #DoctorsSpeakUp #VoteBlueNoMatterWho https://t.co/UoXGtuvPPu"
,Any correlation @NewJerseyAAP #DoctorsSpeakUp https://t.co/pTT1bRjonG
,"@drfixus @UrbaneDoc4Kids @thereal_truther @DocEMurray It doesn’t feel like help. Feels like our honest accounts of adverse reactions in our kids have been silenced for years. Vaccines work for most. They injure some. If you used your platform to acknowledge this instead of attacking “us”, we could generate solutions #DoctorsSpeakUp"
Florida,@kuriousmind93 @ChildrensHD Why so many um’s  in their conversation? #DoctorsSpeakUp
,@Surgeon_General As 🇺🇸 citizens we want to remind you that YOU work for US. We have the right and responsibility to decide what to inject into our bodies. YOUR blanket declarations don’t hold up under scrutiny. #DoctorsSpeakUp #DoctorsSpeakOut #PeopleNotSheeple
"Cincinnati, OH",@LPK72 @Facebook I don’t condone bullying or threats no matter who or what they are directed at. Wishing harm or death to anyone is not OK in my book. We ALL need to step up to #EndCyberbullying #DoctorsSpeakUp
Florida,@thereal_truther @ChildrensHD Where is the pic of all the children dying from SIDS ie VIDS? #DoctorsSpeakUp
Dystopia?,"I really enjoyed yesterday's #DoctorsSpeakUp exercise. It helped me find/follow so many more people who are vax risk aware, &amp; I love making those connections so we can support each other in this fight for medical freedom. Thanks, pro vaxxers! Got any more good ideas? 😁"
,"@MarcusCantell @jesseoakes @kiswanson @dfreedman7 @DanaCacchione Yes, please, prove me wrong.  Where is the study that shows  aluminum is not a neurotoxin and is safe to cross the blood-brain barrier with polysorbate80?  #DoctorsSpeakUp"
Pinterest #CDCwhistleblower,"@drfixus When will #DoctorsSpeakUp and demand a #CDCwhistleblower Congressional Hearing! https://t.co/jGiQBo4w0O 
@congbillposey"
,"#vaccines save lives. Also, they're kind of amazing. #DoctorsSpeakUp https://t.co/Wot4D7xIvH"
"New York, NY","Yikes. 

1. Not all of us believe in god. 2. Real medicine? Is that like leaches and maggots, bc I'm fairly sure vaccines are ""real medicine."" Dunno what you're blabbing on about, lady. 3. If god did exist, you think she/he/it/they would want us to suffer? Gross. #DoctorsSpeakUp https://t.co/JzRLhRX8n9"
